title,keyword,abstract,link
[[Early Detection and Disease Assessment of Patients With Novel Coronavirus Pneumonia] - PubMed],                  Keywords:                        2019 novel coronavirus (2019-nCoV); Disease assessment; Early detection.      ,"[                                          In December 2019, the outbreak of novel coronavirus (2019-nCoV) in Wuhan, China, attracting attention worldwidely. The novel coronavirus has the characteristics of rapid transmission, atypical clinical symptoms, and easy to affect both lungs, leading to missed diagnosis and misdiagnosis, as well as difficult to detection and assessment at early stage. Fever, cough, myalgia, weakness, dyspnea and imagings may be helpful for the early detection of novel coronavirus pneumonia. At the same time, the rate of disease progression, fever, CT manifestations, hypoxia degree, age, basic diseases, and laboratory indicators can also be used to evaluate the severity of the novel coronavirus pneumonia.                                ,                                           2019年12月中国武汉爆发的新型冠状病毒肺炎（2019-novel coronavirus，2019-nCoV）引发了全球广泛关注，新型冠状病毒具有传播速度快，临床症状不典型、双肺易受累等特点，易导致漏诊误诊，早期识别及病情评估困难。发热、咳嗽、肌痛、乏力、呼吸困难等症状及影像学表现可有助于新型冠状病毒肺炎的早期识别。同时病情进展速度、发热情况、CT表现、缺氧程度、年龄、基础疾病、实验室指标等可作为新型冠状病毒肺炎病情程度的评估依据。.                                ]",https://pubmed.ncbi.nlm.nih.gov//32164079/
[Changes of CT Findings in a 2019 Novel Coronavirus (2019-nCoV) Pneumonia Patient - PubMed],No Keywords,No Abstract,https://pubmed.ncbi.nlm.nih.gov//32073631/
[COVID-19-related Acute Necrotizing Encephalopathy With Brain Stem Involvement in a Patient With Aplastic Anemia - PubMed],No Keywords,"[                                              Objective:                    To describe a novel case of coronavirus disease 2019 (COVID-19)-associated acute necrotizing encephalopathy (ANE) in a patient with aplastic anemia where there was early brain stem-predominant involvement.                                                        Methods:                    Evaluation of cause, clinical symptoms, and treatment response.                                                        Results:                    A 59-year-old woman with a background of transfusion-dependent aplastic anemia presented with seizures and reduced level of consciousness 10 days after the onset of subjective fever, cough, and headache. Nasopharyngeal swab testing for severe acute respiratory syndrome coronavirus (SARS-CoV-2) was positive, and CT during admission demonstrated diffuse swelling of the brain stem. She required intubation and mechanical ventilation for airway protection, given her reduced level of consciousness. The patient's condition deteriorated, and MRI on day 6 demonstrated worsening brain stem swelling with symmetrical hemorrhagic lesions in the brain stem, amygdalae, putamina, and thalamic nuclei. Appearances were consistent with hemorrhagic ANE with early brain stem involvement. The patient showed no response to steroid therapy and died on the eighth day of admission.                                                        Conclusions:                    COVID-19 may be associated with an acute severe encephalopathy and, in this case, was considered most likely to represent an immune-mediated phenomenon. As the pandemic continues, we anticipate that the spectrum of neurologic presentation will broaden. It will be important to delineate the full clinical range of emergent COVID-19-related neurologic disease.                                ]",https://pubmed.ncbi.nlm.nih.gov//32457227/
[Case Report: The Importance of Novel Coronavirus Disease (COVID-19) and Coinfection With Other Respiratory Pathogens in the Current Pandemic - PubMed],No Keywords,"[                                          The early shortage of novel coronavirus disease (COVID-19) tests in the United States led many hospitals to first screen for common respiratory pathogens, and only if this screen was negative to proceed with COVID-19 testing. We report a case of a 56-year-old woman with severe acute respiratory syndrome-coronavirus-2 (SARS-CoV-2) coinfection with group A Streptococcus. The initial testing strategy resulted in delays in both diagnosis and implementation of appropriate precautions. Underlined is the importance of testing for both SARS-CoV-2 and other common respiratory pathogens during the current pandemic.                                ]",https://pubmed.ncbi.nlm.nih.gov//32314699/
[[Anosmia and Ageusia as Primary Symptoms of COVID-19] - PubMed],No Keywords,"[                                          This case report describes a physician in the early 30ies with subjective anosmia and ageusia as the major presenting symptoms of COVID-19. Apart from a week of slightly runny nose when coming from cold to warm air, the only symptom was a sudden onset of persistent anosmia and ageusia. Two weeks after normalisation of the mild sino-nasal symptoms, the patient was tested positive for SARS-CoV-2, and anosmia was verified with Sniffin' Sticks tests. Hypogeusia was verified with taste screening and two validated taste tests. Olfactory and gustatory loss may be underestimated symptoms of COVID-19.                                ]",https://pubmed.ncbi.nlm.nih.gov//32400371/
[COVID-19 Neurologic Complication With CNS Vasculitis-Like Pattern - PubMed],No Keywords,"[                                          Coronavirus disease 2019 (COVID-19) is a viral infection caused by the Severe Acute Respiratory Syndrome coronavirus 2 (SARS-CoV-2), which spreads rapidly from person to person and manifests in most symptomatic patients as a respiratory illness, similar to prior SARS viruses. Neurologic manifestations of COVID-19 are uncommon; those so far reported include encephalopathy, stroke from large-vessel occlusion, and polyneuropathy. We report a unique neurologic complication of COVID-19 in a patient who had extensive cerebral small-vessel ischemic lesions resembling cerebral vasculitis in a characteristic combined imaging pattern of ischemia, hemorrhage, and punctuate postcontrast enhancement. Also, a characteristic lower extremity skin rash was present in our patient. Our observation lends support to the increasingly suspected mechanism of ""endotheliitis"" associated with this novel coronavirus.                                ]",https://pubmed.ncbi.nlm.nih.gov//32554425/
[Severe Acute Respiratory Syndrome Coronavirus 2 Is Penetrating to Dementia Research - PubMed],                  Keywords:                        Alzheimer's disease; COVID-19 outbreak; Dementia; SARS-CoV-2.      ,"[                                          1. Introduction Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) causes coronavirus infectious disease 2019 (COVID-19), which was first reported in Wuhan, China, in late December, 2019. Despite the tremendous efforts to control the disease, SARS-CoV-2 has infected 1,5 million people and caused the death of more than a hundred thousand people across the globe as of writing. Recently, Mao et al. [1] investigated the penetration potential of SARS-CoV-2 into the central nervous system in 214 patients. They reported that 36.4% of the patients had some neurologic findings which are ranged from nonspecific manifestations, e.g., dizziness, headache, and seizure, to specific manifestations, e.g., loss of sense of smell or taste, and stroke. Whether these common symptoms in their patients are related to SARS-CoV-2 infection is not known. However, it is important to mention here that dramatic neurologic symptoms, i.e., depressed level of consciousness, seizure, and stroke, are common in the patients at the late stage of the disease, accounting for increased mortality rate in severely affected patients. Nevertheless, to objectively delve into the direct relation between the neurologic symptoms and COVID-19, medical comorbidities of patients should also be considered [2]. Further studies are needed because we are in the midst of an ongoing pandemic of COVID-19, and neurologists may be confronted with new-onset neurologic symptoms owing to COVID-19. SARS-CoV-2 penetrates via human angiotensin-converting enzyme-2 receptor (ACE-2) that was also utilized by severe acute respiratory syndrome coronavirus (SARS CoV) [3]. Glial cells and neurons have been reported to express ACE-2 receptors, which make them a potential target of COVID-19. It was indicated that SARS CoV causes neuronal death by invading the brain via olfactory epithelium [4]. The electron microscopy, immunohistochemistry, and real-time reverse transcription- PCR findings have corroborated the presence of SARS-CoV in the brain tissue [4] and cerebrospinal fluid [5]. Together, it can be speculated that SARS-CoV-2 can affect the brain by penetrating the brain via the cribriform plate, which can account for the early findings of the COVID-19 like altered sense of smell or hyposmia. Because SARS-CoV-2 causes severe respiratory symptoms in people aged 60 years and older, it has important implications for patients with Alzheimer's disease (AD) [6]. Therefore, in the countries that have taken action to the virus, clinic studies of AD have been stopped to protect the patients. However, rigorous quarantine of elders has aborted clinic trials and experimental studies conducted with transgenic animals. Transgenic models are quite expensive; the loss of these animals has costly consequences. There is no doubt that this storm will stop, but its catastrophic effects on dementia research will continue for a time. Thus, dementia researchers and pharmaceutical companies should determine an emergency action plan to exit the chaos of this pandemic. Here, we listed some challenges in dementia research during the COVID-19 outbreak and table some suggestions. All countries try to control SARS-CoV-2 by social distancing. Therefore, neurology clinics were closed, and routine examination of Alzheimer's patients was stopped. However, the lockdown of patients with AD caused clinical studies to stop. which has severely affected dementia research. Additionally, the arrest of experimental studies due to the closing of universities in two hundred countries also deprives experimental achievements. The closing of universities may lead to data loss, death of expensive transgenic animals, international researchers to be faced with visa problems, and be lost the laboratory staff whose contract has expired [7]. It is impossible that forecasting when this COVID-19 pandemic will end is impossible and thus, it is essential that a solution be developed to continue dementia studies on Alzheimer's patients. Remote monitoring of the patients with the use of technology is in the lead of possible solutions. Clinicians can continue to follow their patients by telemedicine [8], but extended lockdown of patients may cause depression in both patients and their caregivers [9]. It is also known that movement restriction exacerbates AD symptoms [10]. The monitorization of the patient in this condition with telemedicine would not provide objective data. In addition, when patients living in rural areas are considered, it will not be a surprise that reaching equally all patients is impossible. Therefore, a collective action plan protecting dementia research during the COVID-19 outbreak should be prepared by a consortium of pharmaceutical companies, researchers, clinicians, and patients. Data loss is in the lead of expected problems during the COVID-19 outbreak. For example, the planned ending dates of phase 2/3 trials of gantenerumab (Roche) and solanezumab (Lilly) were missed [11]. It is highly essential that patients be monitored from their homes with telemedicine to protect them. Nonetheless, it is not sufficient for the continuation of clinical trials and experimental studies. We suggest that patients of phase trails should be isolated in fully-equipped nursing homes managed by qualified personnel. In this way, the patients can be more effectively protected from SARS-CoV-2 and the depression caused by the lockdown.Young family members going out for basic needs could infect older family members. Also, patients with AD pay less attention to hand hygiene, which makes them more susceptible to SARS-CoV-2. Moreover, cats have recently been shown to be infected by SARS-CoV-2 [12]. Patients with AD may not follow directions of neurologists on telemedicine and thus, the interaction of Alzheimer's patients with pets can cause a dangerous scenario. Consequently, the lockdown of patients with dementia in their homes might not be an appropriate exit strategy for the future of dementia research. On the other hand, it is important to mention here that the nursing home capacity of the United States may not be sufficient for 5,8 million Alzheimer's patients aged 65 years and older [13]. Thus, we highlight that only the patients involved in the clinic trails should be followed in the nursing homes. The other patients can be monitored with telemedicine from their homes. The data will hardly be lost in patients isolated in nursing homes. In this strategy, secondary risk factors affecting the clinic trails like depression are also removed. The motivations of clinicians and researchers is as important as the patients in the catastrophic atmosphere of the outbreak. Governments, media, and funders can support the motivations of clinicians and researchers. For example, research funders and pharmaceutical companies can extend project deadlines and provide an additional promotion to the researchers who have completed their clinic trails. Consequently, a global action plan should be prepared to block SARS-CoV-2 penetration to dementia research. At first glance, it may be thought that the most appropriate strategy for patients with dementia is social isolation in their homes during the outbreak as in healthy young people and elders. However, we suggest that isolating patients with dementia in fully-equipped nursing homes can be a more appropriate exit strategy for the protection of dementia patients and research.                                ]",https://pubmed.ncbi.nlm.nih.gov//32442082/
[A Critical Needs Assessment for Research in Companion Animals and Livestock Following the Pandemic of COVID-19 in Humans - PubMed],                  Keywords:                        COVID-19; companion animals; coronavirus; livestock.      ,"[                                          Problem: The emergence of novel coronavirus (SARS-CoV-2) in Wuhan, China, in November 2019 and a growing body of information compel inquiry regarding the transmissibility of infection between humans and certain animal species. Although there are a number of issues to be considered, the following points are most urgent: The potential for domesticated (companion) animals to serve as a reservoir of infection contributing to continued human-to-human disease, infectivity, and community spread. The ramifications to food security, economy, and trade issues should coronavirus establish itself within livestock and poultry. The disruption to national security if SARS-CoV-2 and its fairly well-established effects on smell (hyposmia/anosmia) to critical military service animals including explosive detector dog, narcotics detector dog, specialized search dog, combat tracker dog, mine detection dog, tactical explosive detector dog, improvised explosive device detector dog, patrol explosive detector dog, and patrol narcotics detector dog, as well as multipurpose canines used by special operations such as used by the U.S. customs and border protection agency (e.g., Beagle Brigade). This article presents in chronological order data that both individually (as received independently from multiple countries) and collectively urge studies that elucidate the following questions. 1.What animal species can be infected with SARS-CoV-2, the likely sources of infection, the period of infectivity, and transmissibility between these animals and to other animal species and humans? 2.What are the best diagnostic tests currently available for companion animals and livestock? 3.What expressions of illness in companion and other animal species can serve as disease markers? Although it is recognized that robust funding and methodology need to be identified to apply the best scientific investigation into these issues, there may be easily identifiable opportunities to capture information that can guide decision and study. First, it may be possible to quickly initiate a data collection strategy using in-place animal gatekeepers, such as zookeepers, veterinarians, kennel owners, feed lots, and military animal handlers. If provided a simple surveillance form, their detection of symptoms (lethargy, hyposmia, anosmia, and others) might be quickly reported to a central data collection site if one were created. Second, although current human COVID-19 disease is aligning around areas of population density and cluster events, it might be possible to overlay animal species density or veterinary reports that could signal some disease association in animals with COVID-19 patients. Unfortunately, although companion animals and zoo species have repeatedly served as sentinels for emerging infectious diseases, they do not currently fall under the jurisdiction of any federal agency and are not under surveillance.                                ]",https://pubmed.ncbi.nlm.nih.gov//32374208/
"[Expression of the SARS-CoV-2 Entry Proteins, ACE2 and TMPRSS2, in Cells of the Olfactory Epithelium: Identification of Cell Types and Trends With Age - PubMed]",                  Keywords:                        ACE2 expression; COVID-19; SARS-CoV-2; aging; anosmia; olfactory epithelium.      ,"[                                          The COVID-19 pandemic revealed that there is a loss of smell in many patients, including in infected but otherwise asymptomatic individuals. The underlying mechanisms for the olfactory symptoms are unclear. Using a mouse model, we determined whether cells in the olfactory epithelium express the obligatory receptors for entry of the SARS-CoV-2 virus by using RNAseq, RT-PCR, in situ hybridization, Western blot, and immunocytochemistry. We show that the cell surface protein ACE2 and the protease TMPRSS2 are expressed in sustentacular cells of the olfactory epithelium but not, or much less, in most olfactory receptor neurons. These data suggest that sustentacular cells are involved in SARS-CoV-2 virus entry and impairment of the sense of smell in COVID-19 patients. We also show that expression of the entry proteins increases in animals of old age. This may explain, if true also in humans, why individuals of older age are more susceptible to the SARS-CoV-2 infection.                                ]",https://pubmed.ncbi.nlm.nih.gov//32379417/
[Role of Chest CT in Patients With Acute Abdomen During the COVID-19 Era - PubMed],No Keywords,No Abstract,https://pubmed.ncbi.nlm.nih.gov//32386064/
[Suspected Acute Abdomen as an Extrapulmonary Manifestation of Covid-19 Infection - PubMed],No Keywords,No Abstract,https://pubmed.ncbi.nlm.nih.gov//32252978/
[Importance of SARs-Cov-2 Anosmia: From Phenomenology to Neurobiology - PubMed],                  Keywords:                        Anosmia; COVID-19; Early symptoms; Hypogeusia; SARS-CoV-2.      ,"[                                          Anosmia and hypogeusia, the inability or decreased ability to smell and taste, have been reported as common complaints in SARS-CoV-2 patients who were still in an asymptomatic phase. These impairments affect the ability to sense odors in foods and the environment, obviously affecting quality of life, related to social interactions and general well-being. The British Association of Otorhinolaryngology (ENT-UK) considers loss of sense of smell in their list of COVID-19's markers of infection. Here we present two cases in which early manifestations of anosmia and hypogeusia were experienced with psycho-sensorial and atmospheric phenomena. Psychiatrists, neurologists and physicians in general should be aware of this symptom presentation in order to avoid mistreatment, given that persistent olfactory dysfunction might increase the risks of nutritional deficit and lead to development of adjustment disorders. All clinicians should be aware that the presentation of SARS-CoV-2's symptoms goes far beyond respiratory and sensorial dimensions and involves psychosensorial and neurological dimensions; these clinical observations could shed light on the neurobiological substrates involved in COVID-19 disease.                                ]",https://pubmed.ncbi.nlm.nih.gov//32422426/
[Brain MRI Findings in Severe COVID-19: A Retrospective Observational Study - PubMed],No Keywords,"[                                          Background Brain MRI parenchymal signal abnormalities have been in association with SARS-CoV-2. Purpose Describe the neuroimaging findings (excluding ischemic infarcts) in patients with severe COVID-19 infection. Methods This was a retrospective study of patients evaluated from March 23th, 2020 to April 27th, 2020 at 16 hospitals. Inclusion criteria were: (i) positive nasopharyngeal or lower respiratory tract reverse transcriptase-polymerase chain reaction assays; (ii) severe COVID infection defined as requirement for hospitalization and oxygen therapy; (iii) neurologic manifestations; (iv) abnormal brain MRI. Exclusion criteria were patients with missing or non-contributory data regarding brain MRI or a brain MRI showing ischemic infarcts, cerebral venous thrombosis, or chronic lesions unrelated to the current event. Categorical data were compared using Fisher exact test. Quantitative data were compared using Student's t-test or Wilcoxon test. A p-value lower than 0.05 was considered significant. Results Thirty men (81%) and 7 women (19%) met inclusion criteria, with a mean age of 61+/- 12 years (range: 8-78). The most common neurologic manifestations were alteration of consciousness (27/37, 73%), pathological wakefulness when the sedation was stopped (15/37, 41%), confusion (12/37, 32%), and agitation (7/37, 19%). The most frequent MRI findings were: signal abnormalities located in the medial temporal lobe in 16/37 (43%, 95% CI 27-59%) patients, non-confluent multifocal white matter hyperintense lesions on FLAIR and diffusion sequences, with variable enhancement, with associated hemorrhagic lesions in 11/37 patients (30%, 95% CI 15-45%), and extensive and isolated white matter microhemorrhages in 9/37 patients (24%, 95% CI 10-38%). A majority of patients (20/37, 54%) had intracerebral hemorrhagic lesions with a more severe clinical presentation: higher admission rate in intensive care units, 20/20 patients, 100% versus 12/17 patients, 71%, p=0.01; development of the acute respiratory distress syndrome in 20/20 patients, 100% versus 11/17 patients, 65%, p=0.005. Only one patient was positive for SARS-CoV-2 RNA in the cerebrospinal fluid. Conclusion Patients with severe COVID-19 and without ischemic infarcts had a wide range of neurologic manifestations that were be associated with abnormal brain MRIs. Eight distinctive neuroradiological patterns were described.                                ]",https://pubmed.ncbi.nlm.nih.gov//32544034/
[18F-FDG PET/CT and Serial Chest CT Findings in a COVID-19 Patient With Dynamic Clinical Characteristics in Different Period - PubMed],No Keywords,"[                                          Neurological symptoms and gastrointestinal symptoms were rare at onset in COVID-19. Here we report a 37-year-old man with vertigo, fever, and diarrhea symptoms as the first manifestation. F-FDG PET/CT spotted multiple ground glass opacity (GGO) lesions in the lungs, with increased tracer uptake in both lung GGOs and the whole colon. Serial CT examinations showed the emersion and dissipation of lung GGOs. We illustrate the symptoms initiation, the laboratory test results, the imaging examination, and the treatment strategy in the duration of COVID-19 with a timeline chart.                                ]",https://pubmed.ncbi.nlm.nih.gov//32332319/
[COVID-19 Presenting With Diarrhoea and Hyponatraemia - PubMed],                  Keywords:                        global health; infection (gastroenterology); infection control in hospital; pneumonia (infectious disease).      ,"[                                          COVID-19 is a viral disease with a high infectivity rate. The full spectrum of the disease is not yet understood. This understanding may help in limiting potential exposure. We present a young man with diarrhoea, abdominal pain and hyponatraemia who turned out to be positive for COVID-19.                                ]",https://pubmed.ncbi.nlm.nih.gov//32513768/
"[Gastrointestinal Symptoms as the First, Atypical Indication of Severe Acute Respiratory Syndrome Coronavirus 2 Infection - PubMed]",No Keywords,No Abstract,https://pubmed.ncbi.nlm.nih.gov//32250094/
[A Case of COVID-19 Lung Infection First Detected by [18F]FDG PET-CT - PubMed],No Keywords,No Abstract,https://pubmed.ncbi.nlm.nih.gov//32333071/
[Brain Imaging Use and Findings in COVID-19: A Single Academic Center Experience in the Epicenter of Disease in the United States - PubMed],No Keywords,"[                                          Coronavirus disease 2019 (COVID-19) is a serious public health crisis and can have neurologic manifestations. This is a retrospective observational case series performed March 1-31, 2020, at New York University Langone Medical Center campuses. Clinical and imaging data were extracted, reviewed, and analyzed. Two hundred forty-two patients with COVID-19 underwent CT or MRI of the brain within 2 weeks after the positive result of viral testing (mean age, 68.7 ± 16.5 years; 150 men/92 women [62.0%/38.0%]). The 3 most common indications for imaging were altered mental status (42.1%), syncope/fall (32.6%), and focal neurologic deficit (12.4%). The most common imaging findings were nonspecific white matter microangiopathy (134/55.4%), chronic infarct (47/19.4%), acute or subacute ischemic infarct (13/5.4%), and acute hemorrhage (11/4.5%). No patients imaged for altered mental status demonstrated acute ischemic infarct or acute hemorrhage. White matter microangiopathy was associated with higher 2-week mortality (P &lt; .001). Our data suggest that in the absence of a focal neurologic deficit, brain imaging in patients with early COVID-19 with altered mental status may not be revealing.                                ]",https://pubmed.ncbi.nlm.nih.gov//32467191/
[[Chest Pain and Dyspnea During the Recovery Period of COVID-19 Pneumonia] - PubMed],No Keywords,[                                          A 31-year-old non-smoking male patient admitted with and intubated for COVID-19 pneumonia experienced acute chest pain and dyspnea during his recovery period. He was diagnosed with a pneumothorax based on major bullae formation due to COVID-19. The bullae were not visible after extubation and developed rapidly within a few days.                                ],https://pubmed.ncbi.nlm.nih.gov//32395965/
"[Strong Associations and Moderate Predictive Value of Early Symptoms for SARS-CoV-2 Test Positivity Among Healthcare Workers, the Netherlands, March 2020 - PubMed]",                  Keywords:                        COVID-19; SARS-CoV-2; healthcare workers; outbreak; pandemic; prediction model; screening.      ,"[                                          Healthcare workers (n = 803) with mild symptoms were tested for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (n = 90 positive) and asked to complete a symptom questionnaire. Anosmia, muscle ache, ocular pain, general malaise, headache, extreme tiredness and fever were associated with positivity. A predictive model based on these symptoms showed moderate discriminative value (sensitivity: 91.2%; specificity: 55.6%). While our models would not justify presumptive SARS-CoV-2 diagnosis without molecular confirmation, it can contribute to targeted screening strategies.                                ]",https://pubmed.ncbi.nlm.nih.gov//32347200/
[Transient Cortical Blindness in COVID-19 Pneumonia; A PRES-like Syndrome: Case Report - PubMed],                  Keywords:                        Covid-19; Neurological involvement; PRES like syndrome.      ,No Abstract,https://pubmed.ncbi.nlm.nih.gov//32387762/
"[[Clinical Features of Children With SARS-CoV-2 Infection: An Analysis of 13 Cases From Changsha, China] - PubMed]",No Keywords,"[                                              Objective:                    To study the clinical features of children with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection.                                                        Methods:                    A retrospective analysis was performed for the clinical data of 13 children with SARS-CoV-2 infection who hospitalized in a Changsha hospital.                                                        Results:                    All 13 children had the disease onset due to family aggregation. Of the 13 children, 2 had no symptoms, and the other 11 children had the clinical manifestations of fever, cough, pharyngeal discomfort, abdominal pain, diarrhea, convulsions, or vomiting. As for clinical typing, 7 had mild type, 5 had common type, and 1 had severe type. The median duration of fever was 2 days in 6 children. All 13 children had normal levels of peripheral blood lymphocyte counts, immunoglobulins, CD4, CD8, and interleukin-6. The median time to clearance of SARS-CoV-2 was 13 days in the nasopharyngeal swabs of the 13 children. Three children presented false negatives for RT-PCR of SARS-CoV-2. SARS-CoV-2 RNA remained detectable in stools for 12 days after the nasopharyngeal swab test yielded a negative result. Abnormal CT findings were observed in 6 children. All 13 children were cured and discharged and they were normal at 2 weeks after discharge.                                                        Conclusions:                    Intra-family contact is the main transmission route of SARS-CoV-2 infection in children, and there is also a possibility of fecal-oral transmission. Mild and common types are the major clinical types in children with SARS-CoV-2 infection, and cytokine storm is not observed. Children with SARS-CoV-2 infection tend to have a good short-term prognosis, and follow-up is needed to observe their long-term prognosis. Multiple nucleic acid tests should be performed for patients with SARS-CoV-2 infection and their close contacts by multiple site sampling.                                ]",https://pubmed.ncbi.nlm.nih.gov//32312364/
[Neurological Complications in Patients With SARS-CoV-2 Infection: A Systematic Review - PubMed],No Keywords,"[                                              Background:                    As the COVID-19 pandemic unfolds worldwide, different forms of reports have described its neurologic manifestations.                                                        Objective:                    To review the literature on neurological complications of SARS-CoV-2 infection.                                                        Methods:                    Literature search performed following systematic reviews guidelines, using specific keywords based on the COVID-19 neurological complications described up to May 10th, 2020.                                                        Results:                    A total of 43 articles were selected, including data ranging from common, non-specific symptoms, such as hyposmia and myalgia, to more complex and life-threatening conditions, such as cerebrovascular diseases, encephalopathies, and Guillain-Barré syndrome.                                                        Conclusion:                    Recognition of neurological manifestations of SARS-CoV-2 should be emphasized despite the obvious challenges faced by clinicians caring for critical patients who are often sedated and presenting other concurrent systemic complications.                                ]",https://pubmed.ncbi.nlm.nih.gov//32490966/
[Epidemiological Observations on the Association Between Anosmia and COVID-19 Infection: Analysis of Data From a Self-Assessment Web Application - PubMed],                  Keywords:                        COVID-19; anosmia; epidemiological surveillance; epidemiology; outbreak; self-assessment; surveillance; symptoms; web application.      ,"[                                              Background:                    We developed a self-assessment and participatory surveillance web application for coronavirus disease (COVID-19), which was launched in France in March 2020.                                                        Objective:                    Our objective was to determine if self-reported symptoms could help monitor the dynamics of the COVID-19 outbreak in France.                                                        Methods:                    Users were asked questions about underlying conditions, sociodemographic status, zip code, and COVID-19 symptoms. Depending on the symptoms reported and the presence of coexisting disorders, users were told to either stay at home, contact a general practitioner (GP), or call an emergency phone number. Data regarding COVID-19-related hospitalizations were retrieved from the Ministry of Health.                                                        Results:                    As of March 29, 2020, the application was opened 4,126,789 times; 3,799,535 electronic questionnaires were filled out; and 2,477,174 users had at least one symptom. In total, 34.8% (n=1,322,361) reported no symptoms. The remaining users were directed to self-monitoring (n=858,878, 22.6%), GP visit or teleconsultation (n=1,033,922, 27.2%), or an emergency phone call (n=584,374, 15.4%). Emergency warning signs were reported by 39.1% of participants with anosmia, a loss of the sense of smell (n=127,586) versus 22.7% of participants without anosmia (n=1,597,289). Anosmia and fever and/or cough were correlated with hospitalizations for COVID-19 (Spearman correlation coefficients=0.87 and 0.82, respectively; P&lt;.001 for both).                                                        Conclusions:                    This study suggests that anosmia may be strongly associated with COVID-19 and its severity. Despite a lack of medical assessment and virological confirmation, self-checking application data could be a relevant tool to monitor outbreak trends.                                                        Trial registration:                    ClinicalTrials.gov NCT04331171; https://clinicaltrials.gov/ct2/show/NCT04331171.                                ]",https://pubmed.ncbi.nlm.nih.gov//32496206/
[Putative Contributions of Circadian Clock and Sleep in the Context of SARS-CoV-2 Infection - PubMed],No Keywords,[                                          Circadian deregulation and poor or insufficient sleep may facilitate COVID-19 infection and severity https://bit.ly/2VUlIIJ                                ],https://pubmed.ncbi.nlm.nih.gov//32350105/
[Hydrocolloid Dressing Strip Over Bridge of Nose to Relieve Pain and Pressure From Filtered Face Piece (FFP) Masks During the Coronavirus (COVID-19) Pandemic - PubMed],No Keywords,No Abstract,https://pubmed.ncbi.nlm.nih.gov//32352852/
[ISUOG Consensus Statement on Rationalization of Early-Pregnancy Care and Provision of Ultrasonography in Context of SARS-CoV-2 - PubMed],No Keywords,No Abstract,https://pubmed.ncbi.nlm.nih.gov//32267981/
[Acute Vision Loss in a Patient With COVID-19 - PubMed],                  Keywords:                        COVID-19; SARS-CoV-2; neurologic; ophthalmology; vision loss.      ,"[                                          To date, there have been reports of neurologic manifestations in COVID-19 patients including ischemic strokes, Guillain-Barre Syndrome and anosmia. In this case report, we describe a patient who presented with dysosmia, dysgeusia, along with monocular peripheral vision loss after being diagnosed with COVID-19.                                ]",https://pubmed.ncbi.nlm.nih.gov//32545925/
[Potential Neurological Impact of Coronaviruses: Implications for the Novel SARS-CoV-2 - PubMed],                  Keywords:                        Brain; COVID-19; Coronavirus; Neurologic; SARS.      ,"[                                          Coronaviruses (CoV) are viruses widely known to cause severe respiratory distress due to the prominent clinical symptoms presented. These symptoms, which include fever and dry cough, are frequently found in individuals with CoV infection. Neurological manifestations of CoV have often been neglected; however, recent studies have reported neurological consequences of CoV infection. Here, we review these literatures and discuss the neurologic impact of CoV while highlighting potential implications of the novel SARS-CoV-2 in the nervous system. We also discuss the possible routes by which these viruses invade the nervous system and the mechanism by which they may induce neurological damage.                                ]",https://pubmed.ncbi.nlm.nih.gov//32424503/
[Olfactory and Gustatory Dysfunction in a COVID-19 Patient With Ankylosing Spondylitis Treated With Etanercept: Case Report - PubMed],                  Keywords:                        Neurologic Manifestations; Severe Acute Respiratory Syndrome Coronavirus 2; Tumor Necrosis Factor-alpha.      ,"[                                          The neurologic manifestations concerning coronavirus disease 2019 (COVID-19) are highly penetrated. Anosmia and ageusia are one of the common acute neurologic symptoms, which develop in the early stage of COVID-19. However, it is not reported that how immunosuppressive agents affect these symptoms. We report olfactory and gustatory dysfunctions in a patient with ankylosing spondylitis (AS) treated with etanercept during COVID-19. A 53-year-old female showing AS controlled with tumor necrosis factor-α inhibitor, etanercept, had been diagnosed with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection, presenting cough and rhinorrhea. One month after diagnosis, she complained about hyposmia and hypogeusia two days before the seronegative conversion of SARS-CoV-2, which were confirmed by a neurological examination. We speculate that the etanercept may have delayed the development of olfactory and gustatory dysfunction in the patient.                                ]",https://pubmed.ncbi.nlm.nih.gov//32476306/
[New Challenges From Covid-19 Pandemic: An Unexpected Opportunity to Enlighten the Link Between Viral Infections and Brain Disorders? - PubMed],No Keywords,No Abstract,https://pubmed.ncbi.nlm.nih.gov//32372197/
[Guillain-Barré Syndrome Related to SARS-CoV-2 Infection - PubMed],No Keywords,No Abstract,https://pubmed.ncbi.nlm.nih.gov//32461235/
